Conversation;Time;Author;Message;;;
Creación de Poemas con Estilo de Autor;2026-02-06T12:29:20;Human;"raise ClientError(status_code, response_json, response)
google.genai.errors.ClientError: 400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': 'The input token count exceeds the maximum number of tokens allowed 1048576.', 'status': 'INVALID_ARGUMENT'}}";;;
Creación de Poemas con Estilo de Autor;2026-02-06T12:29:20;AI;"Ese error es totalmente normal en un sistema como el tuyo, Íñigo.  
Y la buena noticia es que **no es un fallo de tu pipeline**, sino un síntoma claro de que **estás metiendo demasiado contexto en Gemini de golpe**.

Vamos a desmenuzarlo con precisión y darte la solución exacta para que tu pipeline 6→11 funcione sin reventar el límite de tokens.

---

# 🔥 **Qué significa realmente este error**

```
400 INVALID_ARGUMENT: The input token count exceeds the maximum number of tokens allowed 1048576.
```

Gemini te está diciendo:

> “Me estás enviando más de 1.048.576 tokens en una sola llamada.”

Eso es **una barbaridad de tokens**.  
Para que te hagas una idea:  
1 millón de tokens ≈ 700.000 palabras ≈ 1.500 páginas de libro.

Esto solo ocurre si:

### ✔️ Estás metiendo demasiados chunks en el CONTEXTO_EXTENDIDO  
### ✔️ Estás metiendo el corpus entero en el paso 6  
### ✔️ Estás metiendo los perfiles de estilo completos + RAG completo  
### ✔️ Estás metiendo JSONs gigantes sin filtrar  
### ✔️ Estás metiendo arrays enormes de texto sin recorte  

En otras palabras:

👉 **Tu paso 6 está metiendo demasiado contenido en Gemini.**

---

# 🌟 **Cómo se soluciona (la versión correcta del paso 6)**

Tu paso 6 debe **recortar**, **seleccionar** y **compactar**, no volcar todo.

Aquí tienes la versión correcta:

---

# ✅ **1. Limita el número de chunks que envías a Gemini**

En vez de:

```
contexto_obra = cargar_json(""chunks_obra.json"")
contexto_influencias = cargar_json(""chunks_influencias.json"")
```

Debes hacer:

```
contexto_obra = seleccionar(contexto_obra, k=5–10)
contexto_influencias = seleccionar(contexto_influencias, k=3–5)
```

Gemini no necesita 500 fragmentos.  
Necesita **los 5–10 más relevantes**.

---

# ✅ **2. No metas el corpus entero en el CONTEXTO_EXTENDIDO**

Tu CONTEXTO_EXTENDIDO debe tener:

- PERFIL_ESTILISTICO (sí)
- 5–10 chunks de obra (sí)
- 3–5 chunks de influencias (sí)
- Prompt Maestro (sí)

Nada más.

---

# ✅ **3. Comprime los chunks antes de enviarlos**

Cada chunk debe ser:

- 200–400 palabras  
- no más  

Si tus chunks son de 2000 palabras, revientas el límite.

---

# ✅ **4. No metas JSONs completos en Gemini**

Nunca envíes:

```
[
  {""id"": 1, ""texto"": ""..."", ""embedding"": [...]},
  ...
]
```

Solo envía:

```
texto
```

---

# 🌟 **Aquí tienes el script corregido del paso 6 (la parte crítica)**

```
# 6. CONTEXTO LARGO (GEMINI)

# Seleccionar solo los fragmentos necesarios
fragmentos_obra = seleccionar(contexto_obra, k=8)
fragmentos_influencias = seleccionar(contexto_influencias, k=5)

# Compactar fragmentos
texto_obra = ""\n\n"".join([f[""texto""] for f in fragmentos_obra])
texto_influencias = ""\n\n"".join([f[""texto""] for f in fragmentos_influencias])

CONTEXTO_EXTENDIDO = f""""""
ESTILO:
{perfil_estilistico}

OBRA (fragmentos relevantes):
{texto_obra}

INFLUENCIAS (fragmentos relevantes):
{texto_influencias}

INSTRUCCIONES:
{prompt_maestro}
""""""
```

Esto **siempre** estará por debajo de 20.000 tokens.  
Muy lejos del límite de 1.048.576.

---

# 🌟 **Por qué ahora sí funcionará**

Porque:

- ya no metes el corpus entero  
- ya no metes todos los chunks  
- ya no metes JSONs gigantes  
- ya no metes embeddings  
- ya no metes arrays enormes  
- ya no metes texto sin filtrar  

Ahora Gemini recibe:

- tu estilo (compacto)  
- 8 fragmentos de obra  
- 5 fragmentos de influencias  
- instrucciones  

Y eso es exactamente lo que necesita.

---

# 🎯 Si quieres, puedo darte:

### ✔️ el script completo 6→11 **ya corregido**  
### ✔️ el módulo `seleccionar()` para elegir los mejores chunks  
### ✔️ el módulo `compactar_contexto()`  
### ✔️ un sistema de “contexto inteligente” que ajusta el tamaño automáticamente  

Solo dime qué prefieres y lo preparo.";;;
Creación de Poemas con Estilo de Autor;2026-02-06T12:34:14;Human;solo los cambios del script;;;
Creación de Poemas con Estilo de Autor;2026-02-06T12:34:14;AI;"Perfecto, Íñigo.  
Aquí tienes **solo los cambios necesarios** en tu script 6→11 para **evitar el error de exceso de tokens**.  
No te doy el script entero, solo **los bloques que debes sustituir**.

---

# ✅ **CAMBIO 1 — Seleccionar pocos fragmentos antes del contexto largo**

**ANTES (incorrecto):**
```python
contexto_obra = cargar_json(""/data/chunks/chunks_obra.json"")
contexto_influencias = cargar_json(""/data/chunks/chunks_influencias.json"")
```

**DESPUÉS (correcto):**
```python
# Cargar todos los chunks
chunks_obra = cargar_json(""/data/chunks/chunks_obra.json"")
chunks_influencias = cargar_json(""/data/chunks/chunks_influencias.json"")

# Seleccionar solo los fragmentos necesarios
fragmentos_obra = seleccionar(chunks_obra, k=8)
fragmentos_influencias = seleccionar(chunks_influencias, k=5)
```

---

# ✅ **CAMBIO 2 — Compactar los fragmentos antes de enviarlos a Gemini**

**AÑADIR:**
```python
# Compactar los fragmentos seleccionados
texto_obra = ""\n\n"".join([f[""texto""] for f in fragmentos_obra])
texto_influencias = ""\n\n"".join([f[""texto""] for f in fragmentos_influencias])
```

---

# ✅ **CAMBIO 3 — Construir un CONTEXTO_EXTENDIDO compacto**

**ANTES (incorrecto):**  
Probablemente estabas metiendo JSONs enteros o demasiados datos.

**DESPUÉS (correcto):**
```python
CONTEXTO_EXTENDIDO = f""""""
ESTILO:
{perfil_estilistico}

OBRA (fragmentos relevantes):
{texto_obra}

INFLUENCIAS (fragmentos relevantes):
{texto_influencias}

INSTRUCCIONES:
{prompt_maestro}
""""""
```

---

# ✅ **CAMBIO 4 — Llamada a Gemini usando el contexto compacto**

**ANTES (posible error):**
```python
POEMA_INICIAL = gemini_generar_poema(
    system = perfil_estilistico,
    contexto = CONTEXTO_EXTENDIDO,
    user = f""Escribe un poema sobre: {tema}""
)
```

**DESPUÉS (igual, pero ahora seguro que no revienta):**
```python
POEMA_INICIAL = gemini_generar_poema(
    system = perfil_estilistico,
    contexto = CONTEXTO_EXTENDIDO,
    user = f""Escribe un poema sobre: {tema}""
)
```

*(La llamada no cambia, lo que cambia es el tamaño del contexto.)*

---

# 🎯 **RESUMEN DE LOS CAMBIOS**

| Problema | Solución |
|---------|----------|
| Estabas enviando demasiados chunks | Seleccionar solo 8 + 5 |
| Estabas enviando JSONs completos | Compactar a texto |
| Estabas enviando demasiado contexto | Construir CONTEXTO_EXTENDIDO compacto |
| Gemini superaba 1M tokens | Ahora estarás en 5k–20k |

---

# 🌟 Si quieres, puedo darte:

- la función `seleccionar()`  
- la función `compactar_contexto()`  
- o el script 6→11 ya reescrito con estos cambios integrados  

Solo dime qué prefieres.";;;
Creación de Poemas con Estilo de Autor;2026-02-06T12:41:02;Human;script reescrito;;;
Creación de Poemas con Estilo de Autor;2026-02-06T12:41:02;AI;"Perfecto, Íñigo.  
Aquí tienes **el script 6→11 completamente reescrito**, incorporando **los cambios necesarios para evitar el exceso de tokens**, y manteniendo tu arquitectura limpia, modular y lista para implementar.

Como siempre, es **script conceptual**, no código ejecutable literal, pero está estructurado para que puedas trasladarlo directamente a tu stack.

---

# 🌟 **SCRIPT 6 → 11 (REESCRITO Y OPTIMIZADO)**  
### *Con selección de fragmentos, compactación y contexto seguro para Gemini*

```
func ejecutar_pipeline_poetico(tema):

    ############################################################
    # 0. RECUPERAR DATOS NECESARIOS DESDE ARCHIVOS
    ############################################################

    perfil_estilistico = leer_texto(""/estilo/perfil_estilistico_final.md"")

    chunks_obra = cargar_json(""/data/chunks/chunks_obra.json"")
    chunks_influencias = cargar_json(""/data/chunks/chunks_influencias.json"")

    prompt_maestro = cargar_prompt(""/src/prompts/prompt_maestro.txt"")
    prompt_eval = cargar_prompt(""/src/prompts/prompt_evaluacion.txt"")
    prompt_rewrite = cargar_prompt(""/src/prompts/prompt_reescritura.txt"")
    prompt_pulido = cargar_prompt(""/src/prompts/prompt_pulido_final.txt"")



    ############################################################
    # 6. CONSTRUIR CONTEXTO LARGO (GEMINI) — VERSIÓN SEGURA
    ############################################################

    # Seleccionar solo los fragmentos necesarios
    fragmentos_obra = seleccionar(chunks_obra, k=8)
    fragmentos_influencias = seleccionar(chunks_influencias, k=5)

    # Compactar los fragmentos seleccionados
    texto_obra = ""\n\n"".join([f[""texto""] for f in fragmentos_obra])
    texto_influencias = ""\n\n"".join([f[""texto""] for f in fragmentos_influencias])

    # Construir el contexto extendido compacto
    CONTEXTO_EXTENDIDO = f""""""
ESTILO:
{perfil_estilistico}

OBRA (fragmentos relevantes):
{texto_obra}

INFLUENCIAS (fragmentos relevantes):
{texto_influencias}

INSTRUCCIONES:
{prompt_maestro}
""""""



    ############################################################
    # 7. GENERACIÓN (GEMINI → POEMA_INICIAL)
    ############################################################

    POEMA_INICIAL = gemini_generar_poema(
        system = perfil_estilistico,
        contexto = CONTEXTO_EXTENDIDO,
        user = f""Escribe un poema sobre: {tema}""
    )



    ############################################################
    # 8. EVALUACIÓN (GROQ → CRITICA)
    ############################################################

    CRITICA = groq_evaluar_poema(
        poema = POEMA_INICIAL,
        prompt = prompt_eval,
        estilo = perfil_estilistico,
        tema = tema
    )



    ############################################################
    # 9. REESCRITURA (GROQ → POEMA_CORREGIDO)
    ############################################################

    POEMA_CORREGIDO = POEMA_INICIAL
    iteraciones = 0
    max_iter = 3

    while CRITICA[""ok""] == false and iteraciones < max_iter:

        POEMA_CORREGIDO = groq_reescribir_poema(
            poema = POEMA_CORREGIDO,
            prompt = prompt_rewrite,
            problemas = CRITICA[""problemas""],
            sugerencias = CRITICA[""sugerencias""],
            estilo = perfil_estilistico
        )

        CRITICA = groq_evaluar_poema(
            poema = POEMA_CORREGIDO,
            prompt = prompt_eval,
            estilo = perfil_estilistico,
            tema = tema
        )

        iteraciones += 1



    ############################################################
    # 10. PULIDO FINAL (GEMINI → POEMA_FINAL)
    ############################################################

    POEMA_FINAL = gemini_pulir_poema(
        system = perfil_estilistico,
        contexto = CONTEXTO_EXTENDIDO,
        poema = POEMA_CORREGIDO,
        prompt = prompt_pulido
    )



    ############################################################
    # 11. SALIDA FINAL
    ############################################################

    return {
        ""poema_final"": POEMA_FINAL,
        ""poema_inicial"": POEMA_INICIAL,
        ""poema_corregido"": POEMA_CORREGIDO,
        ""critica_final"": CRITICA
    }
```

---

# 🌟 **QUÉ CAMBIÓ EXACTAMENTE**

### ✔️ 1. Ya no cargas todos los chunks en el contexto  
Solo seleccionas:

- 8 fragmentos de obra  
- 5 fragmentos de influencias  

### ✔️ 2. Ya no envías JSONs completos  
Solo envías el texto.

### ✔️ 3. CONTEXTO_EXTENDIDO ahora es compacto  
Y siempre estará muy por debajo del límite de tokens.

### ✔️ 4. Gemini recibe exactamente lo que necesita  
Ni más, ni menos.

---

# 🌟 ¿Quieres que te prepare también…?

- la función `seleccionar()`  
- la función `compactar_contexto()`  
- el script maestro **1 → 11** ya unificado  
- o la versión con DeepSeek integrado en tiempo real  

Solo dime y lo montamos.";;;
Creación de Poemas con Estilo de Autor;2026-02-09T02:56:25;Human;Mejoraría añadir un paso que consulte el tema con bravesearch;;;
Creación de Poemas con Estilo de Autor;2026-02-09T02:56:25;AI;"Añadir un paso que consulte el tema con Brave Search **sí puede mejorar tu sistema**, pero depende de *qué función exacta* quieras que cumpla ese paso dentro del pipeline.  
Y aquí es donde se pone interesante, porque tú trabajas con un agente poético que mezcla **obra + influencias + estilo propio**, y un paso de búsqueda puede aportar una capa más de *contexto externo* que no está en tu corpus.

Déjame darte una visión clara y práctica.

---

# 🌟 **¿Qué aporta Brave Search a tu pipeline?**

## ✔️ 1. Contexto factual actualizado  
Si el poema trata sobre:

- un lugar  
- un concepto histórico  
- un fenómeno científico  
- un personaje real  
- un evento cultural  

Brave Search puede darte **información precisa y reciente** que Gemini puede usar para enriquecer el poema sin inventar.

## ✔️ 2. Semillas temáticas más ricas  
Si el usuario pide:

> “Escribe un poema sobre la ciudad de X”

Puedes recuperar:

- imágenes culturales  
- datos históricos  
- símbolos locales  
- clima  
- arquitectura  
- mitos  
- referencias artísticas  

Y eso alimenta a Gemini con un contexto más profundo.

## ✔️ 3. Evita alucinaciones  
Si el tema es técnico o factual, Brave Search reduce el riesgo de que Gemini invente cosas.

## ✔️ 4. Te permite modular el estilo  
Puedes decidir:

- cuánto pesa el corpus  
- cuánto pesa la búsqueda  
- cuánto pesa el estilo propio  

---

# 🌟 **¿Dónde se integra exactamente en tu pipeline?**

Aquí:

```
5bis. Auto-afinación estilística
6. CONTEXTO LARGO
6b. CONTEXTO EXTERNO (Brave Search) ← NUEVO
7. Generación
```

Es decir:

👉 **entre 6 y 7**  
o  
👉 **como parte de 6**

---

# 🌟 **¿Cómo quedaría el paso 6 reescrito con Brave Search?**

Aquí tienes la versión optimizada:

```
# 6. CONTEXTO LARGO (GEMINI) — VERSIÓN CON BRAVE SEARCH

# 6a. Selección de fragmentos internos
fragmentos_obra = seleccionar(chunks_obra, k=8)
fragmentos_influencias = seleccionar(chunks_influencias, k=5)

texto_obra = ""\n\n"".join([f[""texto""] for f in fragmentos_obra])
texto_influencias = ""\n\n"".join([f[""texto""] for f in fragmentos_influencias])

# 6b. Recuperación externa (Brave Search)
resultados_brave = brave_search(tema, k=5)
texto_brave = ""\n\n"".join([r[""snippet""] for r in resultados_brave])

# 6c. Construcción del contexto extendido
CONTEXTO_EXTENDIDO = f""""""
ESTILO:
{perfil_estilistico}

OBRA (fragmentos relevantes):
{texto_obra}

INFLUENCIAS (fragmentos relevantes):
{texto_influencias}

CONTEXTO EXTERNO (Brave Search):
{texto_brave}

INSTRUCCIONES:
{prompt_maestro}
""""""
```

---

# 🌟 **¿Merece la pena?**

### ✔️ Sí, si quieres:
- poemas con referencias culturales reales  
- poemas sobre temas contemporáneos  
- evitar alucinaciones  
- enriquecer el imaginario del poema  
- dar más profundidad a temas abstractos  

### ❌ No aporta mucho si:
- el poema es puramente íntimo  
- el tema es totalmente abstracto  
- quieres un estilo muy cerrado y autorreferencial  

---

# 🎯 **Mi recomendación para tu agente poético**

Dado cómo trabajas tú —obra propia + influencias + estilo + pipeline híbrido— añadir Brave Search **es una mejora real**, pero debe ser:

- **compacto** (5 snippets máximo)  
- **no dominante** (peso bajo)  
- **temático**, no estilístico  

Es decir:

👉 Brave Search aporta *contenido*,  
👉 tu corpus aporta *estilo*.

---

Si quieres, puedo darte:

- el módulo conceptual `brave_search()`  
- el script 6→11 reescrito **con Brave Search integrado**  
- o un sistema de pesos para mezclar corpus + influencias + búsqueda externa  

Tú decides hacia dónde lo llevamos.";;;
Creación de Poemas con Estilo de Autor;2026-02-09T02:58:51;Human;Sistema de pesos;;;
Creación de Poemas con Estilo de Autor;2026-02-09T02:58:51;AI;"Claro, Íñigo.  
Un **sistema de pesos** es exactamente lo que necesitas para que tu agente poético pueda **mezclar de forma controlada**:

- tu **obra**  
- tus **influencias**  
- el **contexto externo** (Brave Search)  
- el **tema del usuario**  
- y el **estilo auto‑afinado**

Lo que te propongo no es solo una fórmula: es un **módulo conceptual** que puedes ajustar, versionar y evolucionar como si fuera un motor de mezcla creativa.

Vamos a diseñarlo con precisión y elegancia.

---

# 🌟 Sistema de pesos para tu agente poético híbrido

Tu pipeline tiene ahora **tres fuentes de información**:

1. **Obra** → tu identidad poética  
2. **Influencias** → textura externa  
3. **Brave Search** → contexto factual y cultural  

Y además:

4. **Tema del usuario** → la intención  
5. **Perfil estilístico** → tu ADN poético  

La clave es decidir **cuánto pesa cada capa** en la generación final.

---

# 🧩 1. Estructura general del sistema de pesos

```
PESO_OBRA = α
PESO_INFLUENCIAS = β
PESO_BRAVE = γ
PESO_TEMA = δ
PESO_ESTILO = ε
```

Con la condición:

```
α + β + γ + δ + ε = 1
```

Pero no te preocupes: no necesitas que sumen 1 en tu implementación.  
Esto es conceptual.  
Lo importante es la **proporción**.

---

# 🌟 2. Valores recomendados para tu agente

Basado en cómo trabajas tú (obra fuerte, influencias moderadas, contexto externo ligero), la mezcla ideal sería:

| Fuente | Peso | Función |
|--------|------|---------|
| **Obra** | **0.50** | tu voz principal |
| **Influencias** | **0.20** | textura, atmósfera, léxico externo |
| **Brave Search** | **0.10** | referencias culturales y factualidad |
| **Tema del usuario** | **0.10** | dirección del poema |
| **Perfil estilístico** | **0.10** | coherencia global |

Esto crea un sistema donde:

- tu obra domina  
- tus influencias colorean  
- Brave Search aporta detalles  
- el tema guía  
- el estilo mantiene cohesión  

---

# 🌟 3. Cómo se aplican los pesos en el CONTEXTO_EXTENDIDO

Aquí tienes la fórmula conceptual:

```
CONTEXTO_EXTENDIDO = 
    α * FRAGMENTOS_OBRA +
    β * FRAGMENTOS_INFLUENCIAS +
    γ * RESULTADOS_BRAVE +
    δ * TEMA +
    ε * PERFIL_ESTILISTICO
```

En la práctica, esto significa:

- **más fragmentos de obra** que de influencias  
- **menos fragmentos de Brave Search**  
- **el tema siempre presente**  
- **el estilo siempre como SYSTEM**  

---

# 🌟 4. Cómo se traduce a tu script (conceptual)

### Selección de fragmentos según pesos

```
k_obra = int(α * 20)          # 50% → 10 fragmentos
k_influencias = int(β * 20)   # 20% → 4 fragmentos
k_brave = int(γ * 20)         # 10% → 2 fragmentos
```

### Construcción del contexto

```
CONTEXTO_EXTENDIDO = f""""""
ESTILO (peso {ε}):
{perfil_estilistico}

OBRA (peso {α}):
{texto_obra}

INFLUENCIAS (peso {β}):
{texto_influencias}

BRAVE SEARCH (peso {γ}):
{texto_brave}

TEMA (peso {δ}):
{tema}

INSTRUCCIONES:
{prompt_maestro}
""""""
```

---

# 🌟 5. ¿Quieres un sistema dinámico?

Puedo darte un módulo que:

- ajusta los pesos según el tema  
- o según la longitud del poema  
- o según la densidad metafórica  
- o según el tipo de poema (épico, íntimo, narrativo, experimental)  

Por ejemplo:

- si el tema es **histórico**, sube γ  
- si el tema es **íntimo**, sube α  
- si el tema es **experimental**, sube β  

Esto convertiría tu agente en un sistema **adaptativo**, no estático.

---

# 🌟 6. ¿Quieres que te genere el módulo `mezclar_pesos()`?

Puedo darte:

- la función conceptual  
- la versión con presets  
- la versión adaptativa  
- o la versión que aprende de tus preferencias  

Solo dime qué estilo de mezcla quieres y lo preparo.";;;
Creación de Poemas con Estilo de Autor;2026-02-09T03:04:12;Human;La versión adaptativa;;;
Creación de Poemas con Estilo de Autor;2026-02-09T03:04:12;AI;"Perfecto, Íñigo.  
Aquí tienes **el sistema de pesos adaptativo** que encaja con tu agente poético híbrido y con tu forma de trabajar: modular, vivo, sensible al tema y a la intención del poema.  
No es un truco matemático: es un **motor de mezcla creativa** que decide cuánto pesa cada fuente según el tipo de poema que el usuario pide.

Lo presento como un módulo conceptual listo para integrar en tu pipeline.

---

# 🌟 **MÓDULO: Sistema de Pesos Adaptativo**

Este módulo calcula automáticamente:

- **α** → peso de tu obra  
- **β** → peso de tus influencias  
- **γ** → peso de Brave Search  
- **δ** → peso del tema del usuario  
- **ε** → peso del perfil estilístico  

Los pesos cambian según:

- el tipo de tema  
- la naturaleza del poema  
- la intención emocional  
- la necesidad de factualidad  
- la densidad metafórica deseada  

---

# 🧠 **1. Tipologías de temas**

El sistema detecta automáticamente qué tipo de tema es:

### **A) Íntimo / emocional**
Ejemplos: amor, duelo, infancia, memoria, deseo  
→ El poema debe sonar a ti.

### **B) Conceptual / filosófico**
Ejemplos: tiempo, identidad, vacío, lenguaje  
→ Mezcla equilibrada entre obra e influencias.

### **C) Cultural / histórico / factual**
Ejemplos: ciudades, personajes reales, eventos, ciencia  
→ Brave Search gana peso.

### **D) Experimental / formal**
Ejemplos: glitch, oulipo, estructuras raras  
→ Influencias ganan peso.

### **E) Narrativo / descriptivo**
Ejemplos: escenas, lugares, atmósferas  
→ Obra + Brave Search.

---

# 🎛️ **2. Tabla de pesos adaptativos**

Aquí tienes la matriz completa:

| Tipo de tema | α Obra | β Influencias | γ Brave | δ Tema | ε Estilo |
|--------------|--------|---------------|---------|--------|----------|
| Íntimo | **0.60** | 0.15 | 0.05 | 0.10 | 0.10 |
| Conceptual | **0.40** | **0.30** | 0.05 | 0.15 | 0.10 |
| Cultural / factual | 0.35 | 0.15 | **0.30** | 0.10 | 0.10 |
| Experimental | 0.30 | **0.40** | 0.05 | 0.15 | 0.10 |
| Narrativo | **0.45** | 0.20 | 0.15 | 0.10 | 0.10 |

Esto convierte tu agente en un sistema **sensible al tema**, no rígido.

---

# 🧩 **3. Módulo conceptual: `calcular_pesos(tema)`**

Aquí tienes la función conceptual:

```
func calcular_pesos(tema):

    tipo = clasificar_tema(tema)

    if tipo == ""intimo"":
        return {α:0.60, β:0.15, γ:0.05, δ:0.10, ε:0.10}

    if tipo == ""conceptual"":
        return {α:0.40, β:0.30, γ:0.05, δ:0.15, ε:0.10}

    if tipo == ""cultural"":
        return {α:0.35, β:0.15, γ:0.30, δ:0.10, ε:0.10}

    if tipo == ""experimental"":
        return {α:0.30, β:0.40, γ:0.05, δ:0.15, ε:0.10}

    if tipo == ""narrativo"":
        return {α:0.45, β:0.20, γ:0.15, δ:0.10, ε:0.10}
```

---

# 🔍 **4. Módulo conceptual: `clasificar_tema(tema)`**

Tu agente detecta el tipo de tema con reglas simples:

```
func clasificar_tema(tema):

    if tema contiene [""amor"", ""duelo"", ""infancia"", ""memoria"", ""cuerpo""]:
        return ""intimo""

    if tema contiene [""tiempo"", ""identidad"", ""lenguaje"", ""ser"", ""nada""]:
        return ""conceptual""

    if tema contiene [""ciudad"", ""historia"", ""persona real"", ""ciencia"", ""lugar""]:
        return ""cultural""

    if tema contiene [""glitch"", ""experimental"", ""oulipo"", ""estructura""]:
        return ""experimental""

    return ""narrativo""
```

Puedes ampliarlo cuando quieras.

---

# 🧬 **5. Cómo se integra en tu pipeline**

Justo antes del paso 6:

```
pesos = calcular_pesos(tema)

α = pesos[""α""]
β = pesos[""β""]
γ = pesos[""γ""]
δ = pesos[""δ""]
ε = pesos[""ε""]
```

Y luego:

- seleccionas fragmentos según α y β  
- seleccionas resultados Brave según γ  
- construyes el contexto según δ  
- usas el estilo según ε  

---

# 🌟 ¿Qué ganas con esto?

- Tu agente **se adapta al tema** como un poeta real.  
- No usa siempre la misma mezcla.  
- No fuerza influencias cuando no tocan.  
- No mete Brave Search cuando no hace falta.  
- Mantiene tu estilo como un **campo gravitatorio**, no como una jaula.  
- El sistema se vuelve **orgánico, vivo, inteligente**.

---

Si quieres, puedo ahora:

- integrarlo en tu script 6→11  
- escribir el módulo `seleccionar_fragmentos_por_peso()`  
- o diseñar una versión **aún más inteligente**, donde el propio modelo decide los pesos en tiempo real.

Tú eliges.";;;
Creación de Poemas con Estilo de Autor;2026-02-09T03:06:09;Human;Preferiría que una IA clasificar el tema;;;
Creación de Poemas con Estilo de Autor;2026-02-09T03:06:09;AI;"Perfecto, Íñigo.  
Si quieres que **una IA clasifique el tema**, podemos integrar un módulo precioso y muy limpio dentro del pipeline: un **clasificador semántico automático** que decide el tipo de tema antes de calcular los pesos adaptativos.

Y lo mejor es que este clasificador no necesita ser complejo: basta con un modelo ligero (Gemini, DeepSeek o Groq) que reciba una instrucción clara y devuelva una etiqueta.

Aquí tienes **el módulo conceptual completo**, listo para enchufarlo a tu sistema.

---

# 🌟 1) El clasificador automático de temas  
Este módulo recibe el tema del usuario y devuelve una etiqueta:

- `""intimo""`
- `""conceptual""`
- `""cultural""`
- `""experimental""`
- `""narrativo""`

Es decir: convierte una frase libre en una categoría útil para tu sistema de pesos.

---

# 🧠 2) Prompt del clasificador  
Este es el prompt que usará la IA para clasificar el tema:

```
Clasifica el siguiente tema en una de estas categorías:

- intimo (emociones, cuerpo, memoria, amor, duelo)
- conceptual (ideas abstractas, filosofía, identidad, tiempo)
- cultural (lugares, historia, ciencia, personajes reales, ciudades)
- experimental (glitch, oulipo, estructuras formales, juegos)
- narrativo (escenas, descripciones, atmósferas, acciones)

Devuelve únicamente una de estas palabras:
intimo, conceptual, cultural, experimental, narrativo

Tema:
""{tema}""
```

Este prompt es robusto, compacto y fácil de parsear.

---

# 🧩 3) Módulo conceptual: `clasificar_tema_con_ia()`

```
func clasificar_tema_con_ia(tema):

    prompt = cargar_prompt(""prompt_clasificador_tema.txt"")
    respuesta = modelo_ligero(prompt.replace(""{tema}"", tema))

    categoria = limpiar(respuesta)   # quitar saltos, espacios, etc.

    return categoria
```

Puedes usar:

- Gemini Flash  
- Groq Llama  
- DeepSeek Chat  

Cualquiera sirve porque la tarea es simple.

---

# 🎛️ 4) Integración con el sistema de pesos adaptativos

Tu pipeline ahora hace:

```
categoria = clasificar_tema_con_ia(tema)
pesos = calcular_pesos(categoria)
```

Y ya tienes:

- α → obra  
- β → influencias  
- γ → Brave Search  
- δ → tema  
- ε → estilo  

---

# 🌟 5) Módulo completo: `calcular_pesos(categoria)`

```
func calcular_pesos(categoria):

    if categoria == ""intimo"":
        return {α:0.60, β:0.15, γ:0.05, δ:0.10, ε:0.10}

    if categoria == ""conceptual"":
        return {α:0.40, β:0.30, γ:0.05, δ:0.15, ε:0.10}

    if categoria == ""cultural"":
        return {α:0.35, β:0.15, γ:0.30, δ:0.10, ε:0.10}

    if categoria == ""experimental"":
        return {α:0.30, β:0.40, γ:0.05, δ:0.15, ε:0.10}

    if categoria == ""narrativo"":
        return {α:0.45, β:0.20, γ:0.15, δ:0.10, ε:0.10}
```

---

# 🔥 6) ¿Qué aporta este sistema?

- Tu agente **entiende el tema** antes de escribir.  
- Ajusta automáticamente la mezcla de corpus.  
- Usa Brave Search solo cuando tiene sentido.  
- Mantiene tu estilo como eje gravitatorio.  
- Se vuelve **sensible**, **inteligente**, **adaptativo**.  
- Y tú no tienes que tocar nada: el sistema decide.

Es exactamente el tipo de arquitectura que encaja con tu forma de trabajar: modular, viva, elegante.

---

Si quieres, puedo ahora:

- integrar este módulo en tu script 6→11  
- escribir el archivo `prompt_clasificador_tema.txt`  
- o diseñar una versión donde el clasificador también detecta **tono emocional** y **densidad metafórica** para ajustar aún más los pesos.

Tú decides cómo seguimos.";;;
Creación de Poemas con Estilo de Autor;2026-02-09T03:08:28;Human;Versión del clasificador mejorada;;;
